ID,LONGDIST,International,LOCAL,DROPPED,PAY_MTHD,LocalBillType,LongDistanceBillType,AGE,SEX,STATUS,CHILDREN,Est_Income,Car_Owner,No phone lines
1512,8.390010,0.000000,26.481800,0,"Auto","FreeLocal","Standard",91,"F","M",0,82001.800000,"N",
1513,0.000000,0.000000,0.961799,0,"CC","FreeLocal","Standard",66,"M","M",1,29672.400000,"N",
1514,17.338600,0.000000,9.315920,1,"CH","Budget","Intnl_discount",44,"F","S",2,17689.200000,"N",
1515,20.464000,0.000000,6.726410,0,"Auto","FreeLocal","Standard",30,"F","M",0,30174.200000,"N",
1516,7.041040,3.506590,99.394400,1,"CC","FreeLocal","Standard",62,"M","M",1,65619.800000,"Y",
1517,0.000000,0.000000,0.282130,1,"CC","FreeLocal","Intnl_discount",85,"M","S",0,8372.230000,"Y",
1518,19.369300,0.000000,121.684000,0,"CH","Budget","Intnl_discount",59,"F","M",0,29953.100000,"N",
1519,18.324200,5.678370,31.279100,0,"CC","FreeLocal","Standard",56,"M","S",0,44143.100000,"N",
1520,6.039610,0.000000,19.521700,0,"CC","Budget","Standard",63,"F","M",1,22198.100000,"Y",
1521,14.208700,0.000000,43.024700,0,"CC","FreeLocal","Standard",38,"F","M",0,56518.400000,"Y",
1522,5.257410,0.000000,32.046700,0,"CC","Budget","Standard",19,"M","M",0,58979.300000,"Y",
1523,10.428500,0.000000,16.896500,0,"CC","FreeLocal","Intnl_discount",47,"M","S",1,12752.500000,"Y",
1524,10.905600,1.813710,70.825500,0,"CC","Budget","Standard",68,"F","M",0,55334.400000,"N",
1525,6.950910,0.000000,43.758600,0,"CH","Budget","Intnl_discount",94,"M","S",2,14309.100000,"N",
1526,23.087300,0.859056,88.833400,0,"CC","FreeLocal","Intnl_discount",62,"F","M",2,127.237000,"N",
1527,19.481400,6.178420,93.303500,1,"Auto","Budget","Intnl_discount",82,"F","S",1,80066.300000,"N",
1528,0.408142,0.000000,5.200250,1,"CH","FreeLocal","Intnl_discount",23,"F","M",0,35170.800000,"N",
1529,15.206300,0.000000,22.145000,0,"CC","Budget","Intnl_discount",70,"F","M",1,37521.400000,"N",
1530,17.517400,0.000000,47.513100,0,"CH","Budget","Standard",43,"M","S",2,57976.700000,"N",
1531,0.000000,0.000000,4.803920,0,"Auto","Budget","Intnl_discount",74,"F","M",2,98538.200000,"N",
1532,26.458700,0.000000,95.682000,0,"Auto","FreeLocal","Intnl_discount",77,"M","M",1,31841.700000,"Y",
1533,14.742200,0.000000,147.293000,0,"CC","Budget","Intnl_discount",19,"F","M",1,16915.200000,"N",
1534,15.090300,0.000000,56.898700,0,"Auto","FreeLocal","Standard",19,"F","M",0,68987.500000,"N",
1535,7.250340,0.000000,10.985400,0,"CC","FreeLocal","Standard",30,"F","M",2,45171.200000,"N",
1536,26.537400,0.000000,86.394100,0,"CC","FreeLocal","Intnl_discount",76,"M","S",1,42249.100000,"N",
1537,19.285200,0.000000,59.471900,0,"CC","FreeLocal","Standard",23,"F","S",1,63712.100000,"N",
1538,26.148900,0.000000,33.236700,0,"CC","FreeLocal","Standard",94,"M","M",1,83495.000000,"Y",
1539,0.000000,0.000000,3.327270,0,"CC","FreeLocal","Standard",37,"F","M",0,67988.200000,"Y",
1540,10.260300,0.000000,163.848000,0,"CC","Budget","Standard",86,"F","S",0,99514.600000,"Y",
1541,24.685100,8.589610,31.787800,1,"CH","FreeLocal","Standard",85,"F","S",0,66502.300000,"N",
1542,10.254600,1.936390,145.072000,1,"CC","Budget","Standard",54,"F","S",0,60774.600000,"N",
1543,0.000000,0.000000,0.817267,0,"CC","FreeLocal","Intnl_discount",86,"M","M",1,87073.100000,"N",
1544,12.340000,0.000000,80.922500,0,"CH","Budget","Standard",91,"F","S",2,69984.100000,"Y",
1545,8.871360,0.000000,81.172700,1,"Auto","FreeLocal","Standard",89,"M","M",2,64009.700000,"N",
1546,25.647000,0.000000,15.309400,0,"CH","Budget","Intnl_discount",83,"M","M",1,9132.910000,"N",
1547,16.649600,0.000000,130.563000,0,"CC","Budget","Intnl_discount",56,"M","S",1,98533.300000,"N",
1548,16.897200,0.000000,11.515600,0,"CC","Budget","Standard",53,"M","S",2,21242.800000,"N",
1549,22.490300,0.000000,13.987200,0,"CC","FreeLocal","Standard",22,"M","M",1,57348.800000,"N",
1550,4.321010,0.000000,32.998600,0,"CC","Budget","Intnl_discount",22,"M","M",2,33149.200000,"N",
1551,19.516400,0.000000,86.453600,0,"CH","Budget","Intnl_discount",82,"F","S",0,17491.400000,"N",
1552,8.758400,0.000000,112.637000,0,"CC","Budget","Intnl_discount",61,"M","M",1,85927.700000,"N",
1553,0.000000,0.000000,2.419030,0,"CC","FreeLocal","Standard",18,"M","M",2,53589.800000,"N",
1554,19.020400,0.000000,52.260800,0,"CC","FreeLocal","Standard",74,"M","S",1,18064.400000,"Y",
1555,29.678400,4.220860,233.985000,0,"Auto","Budget","Intnl_discount",32,"F","M",1,47211.600000,"Y",
1556,18.573300,0.000000,135.354000,0,"CC","FreeLocal","Standard",33,"M","M",2,32573.800000,"Y",
1557,0.000000,0.000000,3.630590,0,"Auto","FreeLocal","Standard",70,"M","M",1,17819.900000,"Y",
1558,14.206000,0.000000,25.159000,0,"CC","Budget","Intnl_discount",61,"F","S",2,54643.300000,"Y",
1559,24.892400,0.000000,65.567100,0,"CC","FreeLocal","Standard",42,"F","M",0,18199.700000,"N",
1560,20.847200,0.000000,51.873600,0,"CC","FreeLocal","Standard",95,"M","M",1,65745.100000,"N",
1561,21.413200,7.615540,66.787000,0,"CC","Budget","Intnl_discount",69,"M","M",0,67108.300000,"Y",
1562,14.974500,0.000000,74.253100,0,"CC","FreeLocal","Intnl_discount",33,"F","M",2,90971.400000,"Y",
1563,2.312470,8.819990,8.503220,0,"CH","FreeLocal","Standard",96,"M","M",2,95184.900000,"N",
1564,5.200370,0.000000,51.568200,0,"CC","FreeLocal","Standard",90,"M","M",0,42248.700000,"N",
1565,7.431170,0.000000,89.514300,0,"CH","Budget","Standard",74,"M","M",1,60015.100000,"N",
1566,2.945830,0.261446,77.238000,0,"CH","FreeLocal","Standard",48,"M","S",2,39428.200000,"N",
1567,11.402100,0.000000,62.529300,0,"CC","Budget","Standard",88,"M","M",1,43378.200000,"N",
1568,26.292400,0.000000,35.318900,0,"CC","Budget","Intnl_discount",49,"F","M",2,48471.100000,"N",
1569,23.650800,0.000000,21.885700,0,"CC","Budget","Standard",84,"M","M",1,68273.300000,"N",
1570,5.666380,0.000000,103.797000,0,"CC","FreeLocal","Standard",87,"F","M",1,,"Y",
1571,6.087250,4.186800,44.907800,0,"CH","Budget","Standard",62,"F","M",0,18831.100000,"N",
1572,18.186700,0.000000,19.459500,0,"Auto","FreeLocal","Intnl_discount",81,"F","M",1,77622.900000,"N",
1573,10.571000,0.000000,40.510500,0,"CC","FreeLocal","Standard",18,"M","M",0,77293.300000,"Y",
1574,12.563600,8.715150,39.187700,0,"CC","FreeLocal","Intnl_discount",37,"F","S",1,82335.500000,"N",
1575,27.305100,3.444820,20.584200,0,"Auto","Budget","Standard",59,"M","S",0,21893.600000,"N",
1576,8.277290,0.000000,7.922020,1,"Auto","Budget","Intnl_discount",78,"M","M",2,92731.300000,"Y",
1577,18.074400,0.000000,23.059300,0,"CC","FreeLocal","Standard",42,"F","M",1,79763.600000,"Y",
1578,23.239500,0.000000,80.648100,0,"Auto","Budget","Standard",97,"F","S",1,12686.000000,"N",
1579,6.299130,0.000000,66.582300,0,"CH","Budget","Standard",50,"M","M",2,72356.800000,"N",
1580,8.810300,0.000000,9.290230,0,"Auto","Budget","Intnl_discount",31,"F","S",0,41856.200000,"N",
1581,18.876000,0.000000,105.811000,0,"CC","FreeLocal","Standard",82,"F","M",2,89270.400000,"N",
1582,27.396800,0.000000,51.474500,0,"Auto","FreeLocal","Standard",69,"F","M",2,63670.800000,"Y",
1583,18.906200,0.000000,23.286300,0,"CC","FreeLocal","Standard",39,"F","S",1,46638.500000,"N",
1584,17.706100,8.321470,17.176600,0,"CC","Budget","Standard",73,"F","M",1,84601.400000,"N",
1585,11.031100,4.147990,92.134800,0,"CC","Budget","Standard",57,"M","S",2,26349.100000,"N",
1586,20.821300,0.000000,15.023900,0,"CC","Budget","Standard",87,"M","S",1,45476.000000,"N",
1587,9.571670,0.000000,10.472800,0,"CH","Budget","Standard",23,"F","M",0,869.570000,"N",
1588,3.728830,0.000000,18.847400,0,"Auto","FreeLocal","Standard",76,"M","M",2,30933.600000,"Y",
1589,13.104400,0.000000,33.698400,0,"CC","Budget","Intnl_discount",65,"F","M",1,62751.300000,"N",
1590,11.530800,0.000000,7.036280,0,"CH","FreeLocal","Standard",23,"M","M",2,25672.600000,"N",
1591,19.702200,0.000000,43.302300,1,"CC","FreeLocal","Intnl_discount",78,"F","S",0,29534.400000,"N",
1592,25.226400,0.000000,45.862200,0,"CC","FreeLocal","Intnl_discount",70,"M","M",2,52921.000000,"N",
1593,16.544500,0.000000,143.323000,0,"CH","FreeLocal","Standard",80,"M","M",1,73152.000000,"Y",
1594,25.033500,7.330960,54.800600,0,"CH","Budget","Intnl_discount",55,"F","S",2,8392.140000,"Y",
1595,12.855900,0.000000,23.830200,0,"CC","Budget","Standard",32,"F","M",2,49700.100000,"N",
1596,27.995800,5.328420,16.276400,0,"CH","FreeLocal","Standard",18,"F","M",0,28770.900000,"N",
1597,2.768720,0.000000,9.364470,0,"CC","Budget","Standard",45,"M","M",0,70239.800000,"N",
1598,18.572000,0.000000,56.662500,0,"CH","Budget","Standard",73,"M","M",0,19654.900000,"N",
1599,19.470300,0.000000,7.438470,0,"CH","FreeLocal","Intnl_discount",63,"M","M",1,81686.600000,"N",
1600,0.000000,0.000000,0.395972,0,"CC","Budget","Standard",40,"F","M",1,,"N",
1601,10.885200,0.000000,26.753800,0,"CH","FreeLocal","Standard",58,"M","M",0,88811.000000,"N",
1602,23.441900,0.000000,22.175300,0,"CC","Budget","Intnl_discount",97,"F","M",1,95971.900000,"Y",
1603,0.000000,0.000000,1.973260,0,"CC","Budget","Intnl_discount",90,"M","M",0,56894.800000,"N",
1604,23.167200,0.000000,44.324100,0,"Auto","FreeLocal","Standard",93,"F","S",0,32480.300000,"N",
1605,22.171800,0.576682,13.459800,0,"Auto","Budget","Standard",94,"F","S",1,17540.700000,"Y",
1606,20.297100,0.000000,40.814900,0,"Auto","FreeLocal","Intnl_discount",86,"F","M",1,44773.700000,"Y",
1607,5.273550,0.000000,59.667600,0,"CC","Budget","Intnl_discount",74,"M","S",0,2825.560000,"N",
1608,2.860020,0.000000,75.727700,0,"Auto","Budget","Standard",48,"F","M",0,98129.000000,"N",
1609,6.331040,0.000000,26.975800,0,"CH","FreeLocal","Standard",82,"M","M",2,38457.900000,"N",
1610,21.439700,0.000000,79.959800,0,"CH","Budget","Intnl_discount",33,"F","M",2,68203.800000,"Y",
1611,18.550600,0.000000,52.801200,0,"CC","FreeLocal","Standard",61,"F","S",1,32533.900000,"N",
1612,25.592200,0.000000,46.152000,0,"CH","Budget","Intnl_discount",52,"M","S",2,78731.000000,"N",
1613,17.620600,0.000000,71.034900,0,"CC","FreeLocal","Standard",28,"M","S",2,88063.200000,"Y",
1614,25.476200,0.000000,21.369300,0,"CC","Budget","Standard",33,"F","M",2,28746.800000,"N",
1615,0.000000,0.000000,0.493999,0,"CH","Budget","Intnl_discount",57,"M","S",1,78255.300000,"N",
1616,23.449700,0.000000,119.611000,0,"CC","Budget","Standard",27,"M","M",1,17079.000000,"N",
1617,3.242720,0.000000,42.301900,0,"CC","Budget","Intnl_discount",71,"F","M",0,67812.800000,"N",
1618,26.730200,0.000000,20.460300,2,"CH","Budget","Standard",32,"M","M",2,70722.300000,"N",1
1619,26.780100,0.000000,40.467200,0,"CC","Budget","Standard",63,"F","S",1,83977.600000,"N",
1620,13.196500,0.000000,14.727900,0,"CC","Budget","Intnl_discount",29,"F","M",0,58267.300000,"N",
1621,26.498900,0.000000,54.757100,0,"CC","Budget","Standard",86,"M","S",2,56256.100000,"N",
1622,21.272400,0.000000,218.123000,0,"CH","Budget","Standard",60,"F","S",2,95930.600000,"Y",
1623,27.830300,5.199010,48.696000,0,"CC","FreeLocal","Intnl_discount",25,"M","M",2,67339.800000,"N",
1624,10.785100,0.000000,41.012900,0,"CC","Budget","Standard",79,"M","S",2,97928.400000,"N",
1625,14.186400,0.000000,30.699300,1,"CH","Budget","Intnl_discount",62,"M","M",2,,"N",
1626,0.000000,0.000000,0.542815,0,"CH","FreeLocal","Standard",66,"M","M",0,42898.200000,"Y",
1627,13.620500,0.000000,188.555000,0,"CC","Budget","Standard",91,"F","M",1,82051.900000,"N",
1628,10.690300,0.000000,38.394100,0,"CH","Budget","Standard",23,"M","M",2,24457.600000,"Y",
1629,16.220100,0.000000,53.959900,0,"CC","FreeLocal","Standard",43,"M","M",1,35827.500000,"Y",
1630,0.000000,0.000000,0.460765,0,"CH","FreeLocal","Standard",77,"F","S",0,36434.300000,"Y",
1631,4.584330,0.000000,33.172900,0,"Auto","Budget","Standard",55,"M","M",1,48348.000000,"Y",
1632,23.290100,0.000000,41.349300,1,"CH","Budget","Intnl_discount",27,"F","S",1,92718.600000,"N",
1633,26.119400,5.566160,38.060300,0,"CC","Budget","Intnl_discount",44,"M","S",2,54953.100000,"N",
1634,28.643500,0.000000,9.821930,0,"CC","FreeLocal","Standard",59,"F","S",1,61205.600000,"N",
1635,23.706000,0.000000,17.414200,0,"Auto","FreeLocal","Intnl_discount",59,"M","M",2,40637.400000,"N",
1636,10.465100,0.000000,33.158300,0,"CC","FreeLocal","Standard",44,"F","S",0,44183.900000,"Y",
1637,19.414300,4.502430,21.196700,0,"CC","FreeLocal","Intnl_discount",80,"F","M",1,17755.400000,"N",
1638,20.569900,0.000000,39.641500,0,"CC","FreeLocal","Intnl_discount",48,"M","M",1,23668.200000,"Y",
1639,0.000000,0.000000,4.873910,0,"CH","FreeLocal","Standard",19,"M","M",0,76071.200000,"N",
1640,26.280700,0.000000,71.925300,0,"CC","FreeLocal","Intnl_discount",55,"F","S",0,95489.400000,"Y",
1641,13.295200,2.876980,56.444800,0,"CC","Budget","Standard",42,"M","M",0,18552.700000,"N",
1642,15.330600,0.798082,39.695000,0,"CH","Budget","Standard",18,"F","M",1,9929.400000,"Y",
1643,12.239200,0.000000,23.558200,0,"CC","Budget","Standard",52,"M","M",2,28255.000000,"N",
1644,6.350460,0.000000,19.744600,0,"CH","Budget","Intnl_discount",53,"M","M",0,50622.900000,"Y",
1645,19.653300,0.000000,7.978300,0,"CC","Budget","Standard",48,"F","S",1,79129.200000,"N",
1646,28.463700,0.000000,109.124000,0,"CC","Budget","Intnl_discount",65,"M","M",2,29609.700000,"Y",
1647,2.841350,0.000000,24.446800,0,"CH","Budget","Intnl_discount",71,"F","M",2,49745.300000,"N",
1648,0.000000,0.000000,3.979830,1,"CC","Budget","Intnl_discount",88,"M","M",2,81710.000000,"Y",
1649,4.430420,0.000000,16.354600,1,"CC","Budget","Standard",29,"M","M",2,98734.700000,"N",
1650,15.270500,0.000000,29.477100,0,"CC","Budget","Standard",43,"F","S",1,77021.700000,"N",
1651,4.449610,7.273760,296.629000,0,"CH","FreeLocal","Intnl_discount",46,"F","M",0,34437.200000,"Y",
1652,16.772300,0.000000,16.358300,0,"Auto","Budget","Intnl_discount",84,"M","S",0,34148.600000,"Y",
1653,26.614500,0.000000,39.211700,1,"CH","FreeLocal","Standard",49,"M","M",1,62381.400000,"N",
1654,23.857700,0.000000,9.483920,0,"Auto","FreeLocal","Standard",34,"M","S",2,59753.200000,"Y",
1655,28.827200,4.748160,13.530500,0,"CC","Budget","Intnl_discount",39,"M","M",1,39229.100000,"N",
1656,0.000000,0.000000,3.875520,0,"Auto","FreeLocal","Standard",59,"F","M",0,,"N",
1657,2.461420,0.000000,71.661400,0,"CC","Budget","Standard",75,"F","M",2,42846.200000,"Y",
1658,22.163000,0.000000,37.090900,0,"CC","FreeLocal","Standard",48,"M","S",0,12134.700000,"Y",
1659,26.552000,2.649790,17.364800,0,"CC","Budget","Standard",45,"F","M",1,8469.020000,"N",
1660,17.988500,0.247520,11.218800,0,"CH","FreeLocal","Standard",41,"M","M",1,40081.200000,"Y",
1661,17.623600,6.412900,116.805000,0,"CC","FreeLocal","Standard",32,"F","M",2,18913.200000,"N",
1662,0.000000,0.000000,0.932339,0,"CC","FreeLocal","Standard",41,"M","M",0,2645.100000,"Y",
1663,6.225390,0.000000,16.034400,2,"CC","Budget","Intnl_discount",58,"M","M",1,99619.900000,"Y",1
1664,0.000000,0.000000,4.831580,0,"CC","FreeLocal","Standard",66,"F","M",2,91649.100000,"N",
1665,26.665000,6.968950,5.948990,0,"Auto","Budget","Standard",41,"F","M",1,84388.500000,"N",
1666,17.006600,0.000000,137.337000,2,"CC","FreeLocal","Standard",28,"F","S",0,64335.000000,"Y",1
1667,2.157140,0.000000,226.998000,0,"CC","FreeLocal","Intnl_discount",41,"F","M",1,47916.300000,"N",
1668,7.966610,0.000000,23.767000,1,"CC","FreeLocal","Standard",68,"M","S",1,83556.700000,"N",
1669,29.037800,0.000000,8.278920,0,"CC","Budget","Standard",56,"M","M",1,7330.680000,"Y",
1670,28.803400,0.000000,142.430000,0,"CC","FreeLocal","Intnl_discount",73,"F","S",0,92405.900000,"N",
1671,17.215800,0.000000,31.558500,0,"CH","Budget","Intnl_discount",55,"F","M",0,91708.400000,"N",
1672,6.671470,0.000000,77.251500,0,"Auto","FreeLocal","Standard",54,"M","M",2,11676.200000,"N",
1673,6.333870,0.000000,62.253600,0,"Auto","Budget","Intnl_discount",89,"F","M",2,74628.100000,"N",
1674,23.661300,7.936480,61.004900,0,"Auto","Budget","Standard",49,"M","M",1,20478.600000,"N",
1675,18.979300,0.000000,32.897300,0,"CC","FreeLocal","Intnl_discount",69,"M","M",0,80417.500000,"Y",
1676,1.804860,0.000000,12.756100,0,"CC","Budget","Intnl_discount",48,"M","S",0,88044.400000,"N",
1677,28.839400,0.000000,51.143200,0,"CC","FreeLocal","Standard",92,"M","S",0,79872.600000,"N",
1678,24.960300,0.000000,82.895400,0,"CC","FreeLocal","Intnl_discount",71,"F","S",1,61302.000000,"N",
1679,16.324800,0.000000,26.288200,0,"CH","Budget","Standard",37,"M","M",0,43235.500000,"N",
1680,17.208500,8.941920,138.045000,0,"CC","FreeLocal","Intnl_discount",42,"M","S",0,37661.000000,"N",
1681,2.047430,0.000000,98.619400,0,"CH","Budget","Intnl_discount",63,"M","S",2,16472.400000,"N",
1682,25.009300,0.000000,68.517700,0,"CC","Budget","Standard",97,"M","M",1,5723.090000,"N",
1683,5.334430,0.000000,103.308000,0,"CC","FreeLocal","Intnl_discount",54,"M","M",2,23537.600000,"Y",
1684,20.851300,0.000000,21.994800,0,"CH","FreeLocal","Standard",88,"F","S",2,18172.800000,"Y",
1685,14.730300,0.000000,22.804200,0,"CH","FreeLocal","Intnl_discount",97,"M","M",2,1585.990000,"N",
1686,12.280000,0.000000,10.419300,0,"CH","FreeLocal","Intnl_discount",56,"F","M",0,,"N",
1687,23.242900,0.000000,87.619800,0,"CC","Budget","Standard",25,"F","S",0,91106.400000,"N",
1688,3.974180,0.000000,169.071000,0,"CC","Budget","Standard",40,"F","M",2,91051.000000,"Y",
1689,10.580000,0.000000,37.276600,0,"CC","FreeLocal","Standard",53,"M","M",2,37354.000000,"N",
1690,12.931200,0.000000,137.136000,0,"CC","FreeLocal","Intnl_discount",29,"M","M",0,20315.400000,"Y",
1691,26.459000,9.242350,53.784800,0,"CC","FreeLocal","Standard",25,"F","M",0,98433.800000,"N",
1692,2.203300,0.000000,9.886340,0,"CC","Budget","Intnl_discount",97,"M","S",0,27498.100000,"N",
1693,11.407900,0.000000,128.122000,0,"CC","FreeLocal","Intnl_discount",93,"F","S",1,21395.200000,"Y",
1694,0.000000,0.000000,2.348250,0,"CC","FreeLocal","Intnl_discount",28,"M","M",0,99563.100000,"N",
1695,0.459762,0.000000,164.820000,0,"CC","FreeLocal","Standard",51,"F","M",2,32118.400000,"N",
1696,27.565800,0.000000,37.294900,0,"Auto","Budget","Standard",50,"M","M",2,14543.100000,"N",
1697,14.470900,0.000000,7.096570,0,"Auto","FreeLocal","Standard",68,"F","M",0,62484.800000,"N",
1698,0.000000,0.000000,1.220470,1,"CC","Budget","Standard",92,"F","S",0,51611.300000,"N",
1699,19.190600,3.617800,72.744900,0,"CC","Budget","Standard",21,"F","M",2,75323.400000,"N",
1700,3.744280,0.000000,15.129200,0,"CC","Budget","Standard",68,"M","M",0,55059.200000,"N",
1701,9.614390,2.656030,160.666000,0,"CC","Budget","Standard",72,"M","S",2,55050.500000,"Y",
1702,6.733280,0.000000,36.363400,0,"CC","Budget","Standard",72,"M","M",0,96188.200000,"N",
1703,17.897600,0.000000,20.888600,0,"CC","FreeLocal","Standard",40,"M","M",0,77717.100000,"N",
1704,6.227910,0.000000,21.443500,0,"CC","Budget","Standard",55,"F","S",0,43734.100000,"N",
1705,13.724300,0.000000,13.351200,0,"Auto","Budget","Intnl_discount",72,"M","S",0,21079.200000,"Y",
1706,28.429200,0.000000,84.106300,0,"CC","FreeLocal","Standard",48,"F","S",0,76142.000000,"N",
1707,1.760330,0.000000,72.561700,0,"CC","FreeLocal","Intnl_discount",47,"M","M",0,84743.700000,"Y",
1708,20.797200,0.000000,11.991100,0,"Auto","FreeLocal","Standard",42,"F","M",1,62126.400000,"Y",
1709,1.664490,0.000000,14.107000,0,"CC","FreeLocal","Standard",63,"M","M",0,82981.000000,"N",
1710,10.042700,0.000000,46.311800,0,"Auto","FreeLocal","Standard",53,"M","S",1,37111.500000,"Y",
1711,29.523400,0.000000,167.321000,0,"Auto","Budget","Standard",64,"M","M",2,80289.100000,"N",
1712,0.000000,0.000000,3.508730,0,"CC","FreeLocal","Standard",50,"F","S",0,44785.400000,"N",
1713,7.032820,9.578650,104.796000,0,"CH","FreeLocal","Intnl_discount",64,"M","M",1,10286.400000,"N",
1714,8.212280,9.634830,45.668500,0,"Auto","FreeLocal","Standard",75,"M","M",1,97180.400000,"N",
1715,15.075400,0.000000,108.435000,0,"CC","FreeLocal","Standard",50,"M","M",0,19231.200000,"N",
1716,16.696000,0.000000,71.683700,0,"CC","Budget","Standard",63,"M","M",2,31282.800000,"Y",
1717,12.506200,0.000000,68.023100,0,"CC","FreeLocal","Standard",84,"M","M",0,88164.000000,"N",
1718,17.489500,0.000000,39.623400,0,"CC","Budget","Intnl_discount",36,"F","M",2,47639.100000,"N",
1719,20.732100,0.000000,87.933400,0,"CC","Budget","Intnl_discount",89,"M","M",1,87660.800000,"N",
1720,5.904610,0.000000,29.606200,2,"CC","FreeLocal","Intnl_discount",83,"F","M",1,75265.300000,"N",1
1721,14.825700,7.795010,287.295000,0,"Auto","Budget","Standard",40,"M","M",0,55714.000000,"N",
1722,0.000000,0.000000,0.439002,0,"CC","Budget","Standard",67,"M","M",1,32363.900000,"Y",
1723,0.000000,0.000000,3.823460,0,"CC","FreeLocal","Intnl_discount",19,"F","S",1,44566.600000,"Y",
1724,12.892400,0.000000,53.817400,0,"Auto","FreeLocal","Intnl_discount",66,"F","M",2,67239.400000,"N",
1725,0.104470,0.000000,29.742600,0,"CC","Budget","Standard",59,"F","M",0,,"Y",
1726,0.000000,0.000000,1.481440,1,"CH","Budget","Standard",94,"M","S",0,13946.800000,"N",
1727,3.710210,0.256480,11.871000,0,"CC","Budget","Standard",58,"F","M",1,16350.300000,"Y",
1728,24.595500,0.000000,30.198700,0,"CH","Budget","Standard",58,"M","M",1,32981.600000,"Y",
1729,6.261000,0.000000,43.966700,0,"CC","FreeLocal","Standard",70,"F","S",0,61639.700000,"N",
1730,29.862200,8.326140,70.587700,0,"Auto","Budget","Standard",94,"F","M",1,15862.700000,"Y",
1731,0.000000,0.000000,3.471320,0,"CC","FreeLocal","Intnl_discount",65,"F","S",2,85048.100000,"Y",
1732,24.578100,0.000000,80.746600,0,"Auto","FreeLocal","Standard",71,"M","M",2,99064.000000,"N",
1733,5.724910,0.000000,404.415000,0,"CC","FreeLocal","Standard",67,"F","S",1,91347.100000,"N",
1734,26.495200,0.000000,31.084700,0,"CC","FreeLocal","Intnl_discount",81,"M","S",1,3968.540000,"N",
1735,27.093600,0.000000,39.735700,0,"CC","Budget","Standard",35,"F","M",0,77680.000000,"N",
1736,21.869700,0.765878,146.386000,0,"CC","Budget","Intnl_discount",30,"M","M",2,17555.200000,"N",
1737,20.214300,0.000000,7.256710,0,"CC","Budget","Intnl_discount",23,"M","S",1,84217.700000,"Y",
1738,10.344300,0.000000,19.045600,0,"CH","FreeLocal","Standard",48,"M","M",2,7122.160000,"Y",
1739,19.284800,2.025630,14.382700,1,"Auto","Budget","Intnl_discount",30,"F","M",2,85394.000000,"Y",
1740,21.188700,0.000000,30.472000,0,"CC","FreeLocal","Standard",81,"M","M",2,20759.900000,"N",
1741,21.596000,0.000000,21.471100,0,"CH","Budget","Intnl_discount",28,"F","S",2,39223.200000,"Y",
1742,24.655700,0.000000,38.238700,0,"CC","Budget","Standard",69,"M","M",2,64113.600000,"Y",
1743,21.064600,0.000000,8.955960,0,"CH","FreeLocal","Standard",20,"M","M",2,66312.200000,"Y",
1744,0.000000,0.000000,3.206860,0,"Auto","FreeLocal","Standard",77,"M","S",2,20965.300000,"N",
1745,18.965400,0.000000,40.775500,0,"Auto","FreeLocal","Standard",33,"M","M",2,80385.400000,"N",
1746,13.200600,0.000000,35.129900,0,"CC","FreeLocal","Standard",50,"M","S",2,48882.600000,"N",
1747,17.786500,0.000000,9.545810,0,"CC","FreeLocal","Standard",96,"M","S",2,29835.900000,"Y",
1748,0.000000,0.000000,1.119710,0,"CC","FreeLocal","Standard",77,"F","S",0,29410.600000,"N",
1749,0.000000,0.000000,3.387790,0,"CC","FreeLocal","Standard",19,"M","M",2,58774.900000,"Y",
1750,9.651980,0.000000,108.822000,0,"CH","FreeLocal","Intnl_discount",58,"F","M",2,81711.900000,"N",
1751,20.768300,0.000000,38.153900,0,"Auto","FreeLocal","Standard",71,"M","S",1,37248.600000,"Y",
1752,13.214400,0.000000,43.017400,0,"CC","FreeLocal","Standard",97,"F","S",0,84479.200000,"N",
1753,9.082440,7.040350,13.039500,0,"CH","FreeLocal","Standard",70,"F","M",1,85192.900000,"Y",
1754,13.227400,0.000000,26.880700,0,"CH","FreeLocal","Standard",70,"M","M",1,76837.400000,"N",
1755,16.842200,0.000000,40.160400,0,"CC","Budget","Intnl_discount",41,"F","M",0,45103.400000,"N",
1756,3.205850,0.000000,72.493200,0,"CC","Budget","Intnl_discount",58,"M","S",1,69473.400000,"Y",
1757,5.730780,0.000000,294.599000,0,"CC","FreeLocal","Standard",49,"F","M",2,69865.200000,"N",
1758,1.909530,0.000000,25.957200,0,"CC","FreeLocal","Standard",86,"F","S",0,69350.500000,"Y",
1759,3.327520,0.000000,99.324300,0,"Auto","Budget","Standard",91,"F","M",0,99309.000000,"N",
1760,7.830360,0.000000,121.462000,0,"CC","Budget","Intnl_discount",71,"M","M",2,51493.000000,"Y",
1761,18.233100,0.000000,23.515000,0,"Auto","Budget","Intnl_discount",59,"M","M",2,35119.100000,"N",
1762,7.385310,0.000000,6.804300,0,"CC","FreeLocal","Standard",52,"F","S",0,52963.300000,"Y",
