Jedovatost,Tvar klobouku,Povrch klobouku,Barva klobouku,Výstupky,Zápach,Pøipojení lupenù,Umístìní lupenù,Velikost lupenù,Barva lupenù,Tvar nohy,Zakonèení nohy,Povrch tøenì nad prstenem,Povrch tøenì pod prstenem,Barva tøenì nad prstenem,Barva tøenì pod prstenem,Typ závoje,Barva závoje,Poèet prstenù,Typ prstenù,Barva výtrusù,Populace,Prostøedí,Náhodné urèení ruskou ruletou
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Samostatná","Mìsto","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Hnìdá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Samostatná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Samostatná","Mìsto","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Rùžová","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Samostatná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Šedá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Èetná","Mìsto","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Šedá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Samostatná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Šedá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Šedá","Žádné","Žádný","Volné","Tìsné","Úzká","Šedá","Rozšiøující","Vydutý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Samostatná","Mìsto","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Anízový","Volné","Nahlouèené","Úzká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Fialová","Èetná","Les","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Anízový","Volné","Nahlouèené","Úzká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Anízový","Volné","Nahlouèené","Úzká","Hnìdá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Fialová","Èetná","Les","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Anízový","Volné","Nahlouèené","Úzká","Hnìdá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Anízový","Volné","Nahlouèené","Úzká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Fialová","Èetná","Les","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Anízový","Volné","Nahlouèené","Úzká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Mandlový","Volné","Nahlouèené","Úzká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Fialová","Èetná","Les","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Mandlový","Volné","Nahlouèené","Úzká","Bílá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Mandlový","Volné","Nahlouèené","Úzká","Hnìdá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Fialová","Èetná","Les","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Mandlový","Volné","Nahlouèené","Úzká","Hnìdá","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Nejedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Mandlový","Volné","Nahlouèené","Úzká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Fialová","Èetná","Les","Jedovatá"
"Nejedovatá","Vydutý","Vláknitý","Žlutá","Výstupky","Mandlový","Volné","Nahlouèené","Úzká","Rùžová","Zužující","Zakoøenìný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Èetná","Les","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Anízový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Bílá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Èerná","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Hnìdá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Èerná","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Luèiny","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Výstupky","Mandlový","Volné","Tìsné","Široká","Šedá","Rozšiøující","Rovný","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Jeden","Svìšený","Hnìdá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hedvábný","Hedvábný","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hedvábný","Hedvábný","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hedvábný","Hladký","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hedvábný","Hladký","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hladký","Hedvábný","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hladký","Hedvábný","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Roztroušená","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Poèetná","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Bílá","Rozšiøující","Kuželovitý","Hladký","Hladký","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Roztroušená","Travina","Jedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Rùžová","Rozšiøující","Kuželovitý","Hedvábný","Hedvábný","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Poèetná","Travina","Nejedovatá"
"Nejedovatá","Zvonovitý","Hladký","Bílá","Žádné","Žádný","Volné","Nahlouèené","Široká","Rùžová","Rozšiøující","Kuželovitý","Hedvábný","Hedvábný","Bílá","Bílá","Èásteèný","Bílá","Není","Svìšený","Bílá","Roztroušená","Travina","Nejedovatá"
